DIVISION,YEAR,VARIABLE_ANTECEDENTE,VARIABLE_CONSECUENTE,SUPPORT,CONFIDENCE,LIFT,CONVICTION,ANTECEDENTE_VALOR,CONSECUENTE_VALOR
mujeres,2017,VIC_ES_INDIGENA,DIF_ALFAB,0.5935,0.9145,1.0621,1.6258,no,iguales
mujeres,2017,AGR_ES_INDIGENA,DIF_ALFAB,0.5847,0.9109,1.0581,1.5611,no,iguales
mujeres,2017,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.613,0.9461,1.4754,6.6571,no,no
mujeres,2017,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.613,0.956,1.4754,7.9938,no,no
mujeres,2017,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3238,0.9198,2.564,7.9938,si,si
mujeres,2017,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3238,0.9027,2.564,6.6571,si,si
mujeres,2017,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3163,0.9,1.0486,1.4177,si,no
mujeres,2017,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.322,0.8987,1.0476,1.4036,si,no
mujeres,2018,VIC_ALFAB,AGR_ALFAB,0.8005,0.9422,1.0531,1.8218,alfabeta,alfabeta
mujeres,2018,AGR_ALFAB,VIC_ALFAB,0.8005,0.8947,1.0531,1.4282,alfabeta,alfabeta
mujeres,2018,VIC_EST_CIV,AGR_ALFAB,0.473,0.9066,1.0214,1.2037,casados(as),alfabeta
mujeres,2018,VIC_TRABAJA,AGR_ALFAB,0.3164,0.9475,1.0591,2.0078,si,alfabeta
mujeres,2018,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3642,0.9131,1.0216,1.222,primaria,alfabeta
mujeres,2018,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4345,1.0,1.1221,108842308.1556,primaria,alfabeta
mujeres,2018,DIF_ALFAB,AGR_ALFAB,0.8005,0.9344,1.0444,1.6054,iguales,alfabeta
mujeres,2018,AGR_ALFAB,DIF_ALFAB,0.8005,0.8947,1.0444,1.361,alfabeta,iguales
mujeres,2018,VIC_ES_INDIGENA,AGR_ALFAB,0.618,0.9408,1.0445,1.6776,no,alfabeta
mujeres,2018,AGR_ES_INDIGENA,AGR_ALFAB,0.6145,0.9421,1.0463,1.7192,no,alfabeta
mujeres,2018,AGR_EST_CIV,AGR_SEXO,0.4797,0.9421,1.0169,1.2704,casados(as),hombres
mujeres,2018,AGR_EST_CIV,AGR_SEXO,0.345,0.9513,1.0268,1.5105,unidos(as),hombres
mujeres,2018,AGR_EST_CIV,AGR_TRABAJA,0.3221,0.887,1.0366,1.2774,unidos(as),si
mujeres,2018,AGR_EST_CIV,VIC_ALFAB,0.4398,0.864,1.0381,1.2334,casados(as),alfabeta
mujeres,2018,VIC_EST_CIV,AGR_EST_CIV,0.4731,0.9062,1.7785,5.23,casados(as),casados(as)
mujeres,2018,AGR_EST_CIV,VIC_EST_CIV,0.4731,0.9285,1.7785,6.6854,casados(as),casados(as)
mujeres,2018,VIC_EST_CIV,AGR_EST_CIV,0.3313,0.9232,2.5426,8.2934,unidos(as),unidos(as)
mujeres,2018,AGR_EST_CIV,VIC_EST_CIV,0.3313,0.9124,2.5426,7.3187,unidos(as),unidos(as)
mujeres,2018,VIC_REL_AGR,AGR_EST_CIV,0.3955,0.9953,1.9549,105.3055,esposos(as),casados(as)
mujeres,2018,AGR_EST_CIV,VIC_REL_AGR,0.3955,0.7767,1.9549,2.6992,casados(as),esposos(as)
mujeres,2018,AGR_EST_CIV,VIC_RANGO_EDAD,0.3153,0.8696,1.0794,1.4904,unidos(as),adulto joven
mujeres,2018,AGR_EST_CIV,OTROS_AGRESORES,0.3445,0.9224,1.0176,1.2052,unidos(as),no
mujeres,2018,AGR_EST_CIV,DIF_ALFAB,0.4444,0.873,1.0318,1.2117,casados(as),iguales
mujeres,2018,AGR_EST_CIV,GANA_MAS_LA_VICTIMA,0.324,0.8935,1.0314,1.2552,unidos(as),no
mujeres,2018,VIC_ES_INDIGENA,AGR_GRUPET,0.6129,0.9343,1.4571,5.4595,no,ladinos(as)
mujeres,2018,AGR_GRUPET,VIC_ES_INDIGENA,0.6129,0.9558,1.4571,7.7904,ladinos(as),no
mujeres,2018,VIC_ES_INDIGENA,AGR_GRUPET,0.306,0.8894,2.6654,6.0252,si,maya
mujeres,2018,AGR_GRUPET,VIC_ES_INDIGENA,0.306,0.917,2.6654,7.9004,maya,si
mujeres,2018,AGR_GRUPET,AGR_ES_INDIGENA,0.6521,1.0,1.5336,347949271.4517,ladinos(as),no
mujeres,2018,AGR_ES_INDIGENA,AGR_GRUPET,0.6521,1.0,1.5336,347949271.4517,no,ladinos(as)
mujeres,2018,AGR_GRUPET,AGR_ES_INDIGENA,0.3393,1.0,2.874,652050728.5483,maya,si
mujeres,2018,AGR_ES_INDIGENA,AGR_GRUPET,0.3393,0.9752,2.874,26.6236,si,maya
mujeres,2018,VIC_REL_AGR,AGR_NACIONAL,0.3211,0.9982,1.0016,1.898,esposos(as),guatemalteca
mujeres,2018,AGR_ES_INDIGENA,AGR_NACIONAL,0.6502,1.0,1.003,2941377.6592,no,guatemalteca
mujeres,2018,AGR_TRABAJA,AGR_SEXO,0.8419,0.9813,1.0502,3.5044,si,hombres
mujeres,2018,AGR_SEXO,AGR_TRABAJA,0.8419,0.901,1.0502,1.4347,hombres,si
mujeres,2018,VIC_EST_CIV,AGR_SEXO,0.4893,0.9398,1.0152,1.2343,casados(as),hombres
mujeres,2018,VIC_EST_CIV,AGR_SEXO,0.3395,0.9517,1.0281,1.5377,unidos(as),hombres
mujeres,2018,VIC_REL_AGR,AGR_SEXO,0.3181,1.0,1.0696,65062439.4138,conviviente,hombres
mujeres,2018,VIC_REL_AGR,AGR_SEXO,0.3204,1.0,1.0696,65062439.4138,esposos(as),hombres
mujeres,2018,CANTIDAD_HIJOS,AGR_SEXO,0.3553,0.9458,1.0116,1.2006,hijos medios,hombres
mujeres,2018,OTROS_AGRESORES,AGR_SEXO,0.8534,0.941,1.017,1.2671,no,hombres
mujeres,2018,VIOLENCIA_FISICA,AGR_SEXO,0.5137,0.9521,1.0184,1.3588,presente,hombres
mujeres,2018,QUIEN_ES_MAYOR,AGR_SEXO,0.6387,0.9474,1.0121,1.2155,agresor,hombres
mujeres,2018,VIC_EST_CIV,AGR_TRABAJA,0.3172,0.8844,1.0352,1.2602,unidos(as),si
mujeres,2018,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.7694,0.8978,1.0464,1.3895,no,si
mujeres,2018,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.7694,0.8968,1.0464,1.3853,si,no
mujeres,2018,VIC_TRABAJA,VIC_ALFAB,0.3042,0.9135,1.0782,1.766,si,alfabeta
mujeres,2018,VIC_RANGO_EDAD,VIC_ALFAB,0.7162,0.8766,1.0347,1.2384,adulto joven,alfabeta
mujeres,2018,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.399,1.0,1.1854,156380292.4423,primaria,alfabeta
mujeres,2018,VIC_ALFAB,DIF_ALFAB,0.8005,0.9422,1.0998,2.48,alfabeta,iguales
mujeres,2018,DIF_ALFAB,VIC_ALFAB,0.8005,0.9344,1.0998,2.2935,iguales,alfabeta
mujeres,2018,VIC_ES_INDIGENA,VIC_ALFAB,0.6042,0.9215,1.0838,1.9075,no,alfabeta
mujeres,2018,AGR_ES_INDIGENA,VIC_ALFAB,0.5977,0.9182,1.0796,1.8281,no,alfabeta
mujeres,2018,VIC_REL_AGR,VIC_DISC,0.316,0.9963,1.0015,1.3955,conviviente,sin discapacidad
mujeres,2018,VIC_RANGO_EDAD,VIC_DISC,0.8137,0.9961,1.0012,1.3071,adulto joven,sin discapacidad
mujeres,2018,VIC_REL_AGR,VIC_EST_CIV,0.3948,0.9953,1.9115,102.6449,esposos(as),casados(as)
mujeres,2018,VIC_EST_CIV,VIC_REL_AGR,0.3948,0.7582,1.9115,2.4956,casados(as),esposos(as)
mujeres,2018,VIC_EST_CIV,VIC_RANGO_EDAD,0.3135,0.8788,1.0965,1.6381,unidos(as),adulto joven
mujeres,2018,VIC_EST_CIV,OTROS_AGRESORES,0.3417,0.9246,1.0185,1.2227,unidos(as),no
mujeres,2018,VIC_EST_CIV,GANA_MAS_LA_VICTIMA,0.3179,0.8912,1.0284,1.2261,unidos(as),no
mujeres,2018,VIC_GRUPET,VIC_ES_INDIGENA,0.6566,1.0,1.523,343399771.8274,ladinos(as),no
mujeres,2018,VIC_ES_INDIGENA,VIC_GRUPET,0.6566,1.0,1.523,343399771.8274,no,ladinos(as)
mujeres,2018,VIC_GRUPET,VIC_ES_INDIGENA,0.3341,1.0,2.9121,656600228.1726,maya,si
mujeres,2018,VIC_ES_INDIGENA,VIC_GRUPET,0.3341,0.9728,2.9121,24.5148,si,maya
mujeres,2018,VIC_GRUPET,AGR_ES_INDIGENA,0.6147,0.9513,1.4591,7.1497,ladinos(as),no
mujeres,2018,AGR_ES_INDIGENA,VIC_GRUPET,0.6147,0.9428,1.4591,6.1881,no,ladinos(as)
mujeres,2018,VIC_GRUPET,AGR_ES_INDIGENA,0.3073,0.9283,2.6676,9.0964,maya,si
mujeres,2018,AGR_ES_INDIGENA,VIC_GRUPET,0.3073,0.8829,2.6676,5.715,si,maya
mujeres,2018,VIC_REL_AGR,VIC_NACIONAL,0.3197,0.9964,1.002,1.5562,esposos(as),guatemalteca
mujeres,2018,VIC_ES_INDIGENA,VIC_NACIONAL,0.6562,1.0,1.0045,4513608.1919,no,guatemalteca
mujeres,2018,AGR_ES_INDIGENA,VIC_NACIONAL,0.3476,0.9971,1.0021,1.72,si,guatemalteca
mujeres,2018,VIC_REL_AGR,OTROS_AGRESORES,0.306,0.94,1.0365,1.5514,esposos(as),no
mujeres,2018,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3036,0.7611,1.1399,1.3909,primaria,no
mujeres,2018,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3184,0.7329,1.0982,1.2453,primaria,no
mujeres,2018,VIC_TRABAJA,DIF_ALFAB,0.3023,0.9059,1.0575,1.5229,si,iguales
mujeres,2018,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6447,0.9664,1.1217,4.1215,no,no
mujeres,2018,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6447,0.7482,1.1217,1.3223,no,no
mujeres,2018,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.5935,0.8803,1.076,1.5199,agresor,adulto joven
mujeres,2018,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3642,0.9131,1.0679,1.6683,primaria,iguales
mujeres,2018,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3668,0.9195,1.0673,1.7206,primaria,no
mujeres,2018,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3887,0.8948,1.0433,1.3532,primaria,no
mujeres,2018,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.6624,0.9683,1.0498,2.4499,no,no
mujeres,2018,VIC_OTRAS_VICTIMAS,VIOLENCIA_SEXUAL,0.5794,0.9852,1.0036,1.2364,no,no presente
mujeres,2018,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.5272,0.8964,1.0663,1.5375,no,no presente
mujeres,2018,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.4444,0.965,1.1205,3.9624,no presente,presente
mujeres,2018,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.4556,0.9894,1.0077,1.7135,no presente,no presente
mujeres,2018,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8533,0.986,1.0043,1.3002,no presente,no presente
mujeres,2018,VIC_ES_INDIGENA,VIOLENCIA_SEXUAL,0.3382,0.9848,1.004,1.2591,si,no presente
mujeres,2018,VIC_ES_INDIGENA,DIF_ALFAB,0.5945,0.9057,1.055,1.501,no,iguales
mujeres,2018,AGR_ES_INDIGENA,DIF_ALFAB,0.5905,0.9059,1.0555,1.5061,no,iguales
mujeres,2018,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.6237,0.9513,1.458,7.1395,no,no
mujeres,2018,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.6237,0.9558,1.458,7.7989,no,no
mujeres,2018,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3156,0.9163,2.6369,7.7989,si,si
mujeres,2018,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3156,0.9082,2.6369,7.1395,si,si
mujeres,2018,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3093,0.9007,1.0532,1.4581,si,no
mujeres,2018,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3131,0.8998,1.0518,1.4423,si,no
mujeres,2019,AGR_EST_CIV,AGR_ALFAB,0.4465,0.9121,1.022,1.2232,casados(as),alfabeta
mujeres,2019,VIC_ALFAB,AGR_ALFAB,0.8198,0.9487,1.0517,1.9094,alfabeta,alfabeta
mujeres,2019,AGR_ALFAB,VIC_ALFAB,0.8198,0.9087,1.0517,1.4891,alfabeta,alfabeta
mujeres,2019,VIC_EST_CIV,AGR_ALFAB,0.4595,0.9114,1.0202,1.2038,casados(as),alfabeta
mujeres,2019,VIC_TRABAJA,AGR_ALFAB,0.3037,0.9499,1.0531,1.9559,si,alfabeta
mujeres,2019,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3725,0.9236,1.0263,1.3101,primaria,alfabeta
mujeres,2019,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4265,1.0,1.1139,102268112.9996,primaria,alfabeta
mujeres,2019,DIF_ALFAB,AGR_ALFAB,0.8198,0.9386,1.0405,1.5952,iguales,alfabeta
mujeres,2019,AGR_ALFAB,DIF_ALFAB,0.8198,0.9087,1.0405,1.3873,alfabeta,iguales
mujeres,2019,VIC_ES_INDIGENA,AGR_ALFAB,0.6152,0.9444,1.0444,1.722,no,alfabeta
mujeres,2019,AGR_ES_INDIGENA,AGR_ALFAB,0.6121,0.9455,1.045,1.7467,no,alfabeta
mujeres,2019,AGR_EST_CIV,AGR_SEXO,0.4604,0.9433,1.022,1.3579,casados(as),hombres
mujeres,2019,AGR_EST_CIV,AGR_SEXO,0.3549,0.9534,1.033,1.6538,unidos(as),hombres
mujeres,2019,AGR_EST_CIV,AGR_TRABAJA,0.4306,0.8842,1.0373,1.2748,casados(as),si
mujeres,2019,AGR_EST_CIV,AGR_TRABAJA,0.3274,0.8786,1.0308,1.2162,unidos(as),si
mujeres,2019,AGR_EST_CIV,VIC_ALFAB,0.43,0.8808,1.0394,1.28,casados(as),alfabeta
mujeres,2019,VIC_EST_CIV,AGR_EST_CIV,0.4524,0.902,1.8509,5.2311,casados(as),casados(as)
mujeres,2019,AGR_EST_CIV,VIC_EST_CIV,0.4524,0.9283,1.8509,6.9559,casados(as),casados(as)
mujeres,2019,VIC_EST_CIV,AGR_EST_CIV,0.3449,0.9243,2.4711,8.265,unidos(as),unidos(as)
mujeres,2019,AGR_EST_CIV,VIC_EST_CIV,0.3449,0.922,2.4711,8.038,unidos(as),unidos(as)
mujeres,2019,VIC_REL_AGR,AGR_EST_CIV,0.3795,0.995,2.0386,101.7449,esposos(as),casados(as)
mujeres,2019,AGR_EST_CIV,VIC_REL_AGR,0.3795,0.7775,2.0386,2.7797,casados(as),esposos(as)
mujeres,2019,AGR_EST_CIV,VIC_RANGO_EDAD,0.3206,0.8612,1.0755,1.4357,unidos(as),adulto joven
mujeres,2019,AGR_EST_CIV,DIF_ALFAB,0.4351,0.8889,1.032,1.2484,casados(as),iguales
mujeres,2019,AGR_EST_CIV,GANA_MAS_LA_VICTIMA,0.334,0.8973,1.0278,1.2362,unidos(as),no
mujeres,2019,VIC_ES_INDIGENA,AGR_GRUPET,0.6067,0.9316,1.4656,5.3287,no,ladinos(as)
mujeres,2019,AGR_GRUPET,VIC_ES_INDIGENA,0.6067,0.9545,1.4656,7.6698,ladinos(as),no
mujeres,2019,VIC_ES_INDIGENA,AGR_GRUPET,0.3094,0.8871,2.625,5.8651,si,maya
mujeres,2019,AGR_GRUPET,VIC_ES_INDIGENA,0.3094,0.9154,2.625,7.7004,maya,si
mujeres,2019,AGR_GRUPET,AGR_ES_INDIGENA,0.6466,1.0,1.5465,353392594.4874,ladinos(as),no
mujeres,2019,AGR_ES_INDIGENA,AGR_GRUPET,0.6466,1.0,1.5465,353392594.4874,no,ladinos(as)
mujeres,2019,AGR_GRUPET,AGR_ES_INDIGENA,0.3446,1.0,2.8297,646607405.5126,maya,si
mujeres,2019,AGR_ES_INDIGENA,AGR_GRUPET,0.3446,0.975,2.8297,26.2458,si,maya
mujeres,2019,VIC_REL_AGR,AGR_NACIONAL,0.3064,0.9986,1.0021,2.4161,esposos(as),guatemalteca
mujeres,2019,VIC_TRABAJA,AGR_NACIONAL,0.6785,0.9972,1.0007,1.2606,no,guatemalteca
mujeres,2019,AGR_ES_INDIGENA,AGR_NACIONAL,0.6448,1.0,1.0036,3624360.8828,no,guatemalteca
mujeres,2019,AGR_TRABAJA,AGR_SEXO,0.8377,0.9786,1.056,3.4293,si,hombres
mujeres,2019,AGR_SEXO,AGR_TRABAJA,0.8377,0.9039,1.056,1.4992,hombres,si
mujeres,2019,VIC_EST_CIV,AGR_SEXO,0.3512,0.9484,1.0296,1.5286,unidos(as),hombres
mujeres,2019,VIC_REL_AGR,AGR_SEXO,0.3183,1.0,1.0782,72565696.2163,conviviente,hombres
mujeres,2019,VIC_REL_AGR,AGR_SEXO,0.3069,1.0,1.0782,72565696.2163,esposos(as),hombres
mujeres,2019,OTROS_AGRESORES,AGR_SEXO,0.8484,0.9367,1.0205,1.2972,no,hombres
mujeres,2019,AGR_SEXO,OTROS_AGRESORES,0.8484,0.9243,1.0205,1.2455,hombres,no
mujeres,2019,VIOLENCIA_FISICA,AGR_SEXO,0.5041,0.9411,1.0147,1.2314,presente,hombres
mujeres,2019,QUIEN_ES_MAYOR,AGR_SEXO,0.6383,0.9425,1.0137,1.2209,agresor,hombres
mujeres,2019,AGR_TRABAJA,OTROS_AGRESORES,0.7891,0.9232,1.017,1.2008,si,no
mujeres,2019,GANA_MAS_LA_VICTIMA,AGR_TRABAJA,0.77,0.8937,1.044,1.3543,no,si
mujeres,2019,AGR_TRABAJA,GANA_MAS_LA_VICTIMA,0.77,0.8996,1.044,1.3776,si,no
mujeres,2019,VIC_RANGO_EDAD,VIC_ALFAB,0.7221,0.8914,1.0339,1.2691,adulto joven,alfabeta
mujeres,2019,VIC_NIV_ESCOLARIDAD,VIC_ALFAB,0.4039,1.0,1.1655,141963480.6132,primaria,alfabeta
mujeres,2019,VIC_ALFAB,DIF_ALFAB,0.8198,0.9487,1.0863,2.4706,alfabeta,iguales
mujeres,2019,DIF_ALFAB,VIC_ALFAB,0.8198,0.9386,1.0863,2.2156,iguales,alfabeta
mujeres,2019,VIC_ES_INDIGENA,VIC_ALFAB,0.6068,0.933,1.0831,2.0689,no,alfabeta
mujeres,2019,AGR_ES_INDIGENA,VIC_ALFAB,0.6006,0.9292,1.0797,1.969,no,alfabeta
mujeres,2019,OTROS_AGRESORES,VIC_DISC,0.9018,0.995,1.0012,1.2436,no,sin discapacidad
mujeres,2019,AGR_ES_INDIGENA,VIC_DISC,0.3525,0.9948,1.0022,1.4175,si,sin discapacidad
mujeres,2019,VIC_REL_AGR,VIC_EST_CIV,0.3756,0.9948,1.9785,95.2248,esposos(as),casados(as)
mujeres,2019,VIC_EST_CIV,VIC_REL_AGR,0.3756,0.747,1.9785,2.4605,casados(as),esposos(as)
mujeres,2019,VIC_EST_CIV,VIC_RANGO_EDAD,0.3221,0.8698,1.0917,1.5611,unidos(as),adulto joven
mujeres,2019,VIC_EST_CIV,OTROS_AGRESORES,0.3465,0.9256,1.0207,1.2529,unidos(as),no
mujeres,2019,VIC_EST_CIV,GANA_MAS_LA_VICTIMA,0.3313,0.8948,1.0245,1.2033,unidos(as),no
mujeres,2019,VIC_GRUPET,VIC_ES_INDIGENA,0.6508,1.0,1.5365,349163073.8017,ladinos(as),no
mujeres,2019,VIC_ES_INDIGENA,VIC_GRUPET,0.6508,1.0,1.5365,349163073.8017,no,ladinos(as)
mujeres,2019,VIC_GRUPET,VIC_ES_INDIGENA,0.3384,1.0,2.864,650836926.1983,maya,si
mujeres,2019,VIC_ES_INDIGENA,VIC_GRUPET,0.3384,0.9693,2.864,21.5572,si,maya
mujeres,2019,VIC_GRUPET,AGR_ES_INDIGENA,0.6114,0.95,1.4677,7.0612,ladinos(as),no
mujeres,2019,AGR_ES_INDIGENA,VIC_GRUPET,0.6114,0.9446,1.4677,6.4312,no,ladinos(as)
mujeres,2019,VIC_GRUPET,AGR_ES_INDIGENA,0.311,0.9274,2.6292,8.9101,maya,si
mujeres,2019,AGR_ES_INDIGENA,VIC_GRUPET,0.311,0.8819,2.6292,5.6264,si,maya
mujeres,2019,VIC_REL_AGR,VIC_NACIONAL,0.3062,0.9982,1.0042,3.3133,esposos(as),guatemalteca
mujeres,2019,VIC_TRABAJA,VIC_NACIONAL,0.6788,0.9955,1.0014,1.3151,no,guatemalteca
mujeres,2019,VIOLENCIA_FISICA,VIC_NACIONAL,0.4624,0.9953,1.0012,1.2543,no presente,guatemalteca
mujeres,2019,QUIEN_ES_MAYOR,VIC_NACIONAL,0.6744,0.9954,1.0014,1.2924,agresor,guatemalteca
mujeres,2019,VIC_ES_INDIGENA,VIC_NACIONAL,0.6506,1.0,1.006,5977742.4483,no,guatemalteca
mujeres,2019,VIC_REL_AGR,OTROS_AGRESORES,0.3045,0.94,1.0378,1.5709,conviviente,no
mujeres,2019,VIC_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3136,0.7759,1.1407,1.427,primaria,no
mujeres,2019,AGR_NIV_ESCOLARIDAD,VIC_TRABAJA,0.3189,0.7479,1.1026,1.2761,primaria,no
mujeres,2019,VIC_TRABAJA,VIOLENCIA_PATRIMONIAL,0.6163,0.9038,1.0227,1.2088,no,no presente
mujeres,2019,VIC_TRABAJA,GANA_MAS_LA_VICTIMA,0.6592,0.9667,1.1155,4.0045,no,no
mujeres,2019,GANA_MAS_LA_VICTIMA,VIC_TRABAJA,0.6592,0.7607,1.1155,1.3291,no,no
mujeres,2019,VIC_RANGO_EDAD,QUIEN_ES_MAYOR,0.5947,0.7338,1.0834,1.2121,adulto joven,agresor
mujeres,2019,QUIEN_ES_MAYOR,VIC_RANGO_EDAD,0.5947,0.8781,1.0834,1.5546,agresor,adulto joven
mujeres,2019,VIC_NIV_ESCOLARIDAD,DIF_ALFAB,0.3725,0.9236,1.0611,1.6969,primaria,iguales
mujeres,2019,VIC_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3695,0.9147,1.0571,1.5799,primaria,no
mujeres,2019,AGR_NIV_ESCOLARIDAD,GANA_MAS_LA_VICTIMA,0.3818,0.8953,1.0397,1.3265,primaria,no
mujeres,2019,VIC_OTRAS_VICTIMAS,OTROS_AGRESORES,0.675,0.963,1.0393,1.9845,no,no
mujeres,2019,VIC_OTRAS_VICTIMAS,VIOLENCIA_PATRIMONIAL,0.5481,0.9043,1.045,1.407,no,no presente
mujeres,2019,VIOLENCIA_FISICA,VIOLENCIA_PSICOLOGICA,0.4477,0.9642,1.1281,4.0573,no presente,presente
mujeres,2019,VIOLENCIA_FISICA,VIOLENCIA_SEXUAL,0.4572,0.9846,1.0042,1.2654,no presente,no presente
mujeres,2019,VIOLENCIA_FISICA,VIC_ES_INDIGENA,0.3306,0.7095,1.0902,1.202,no presente,no
mujeres,2019,VIOLENCIA_FISICA,AGR_ES_INDIGENA,0.3294,0.7069,1.0932,1.2056,no presente,no
mujeres,2019,VIOLENCIA_PATRIMONIAL,VIOLENCIA_SEXUAL,0.8696,0.9839,1.0034,1.209,no presente,no presente
mujeres,2019,VIC_ES_INDIGENA,DIF_ALFAB,0.6022,0.9248,1.0582,1.6762,no,iguales
mujeres,2019,AGR_ES_INDIGENA,DIF_ALFAB,0.5989,0.925,1.0581,1.6771,no,iguales
mujeres,2019,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.6184,0.95,1.4665,7.0504,no,no
mujeres,2019,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.6184,0.9545,1.4665,7.6782,no,no
mujeres,2019,VIC_ES_INDIGENA,AGR_ES_INDIGENA,0.3197,0.9156,2.6,7.6782,si,si
mujeres,2019,AGR_ES_INDIGENA,VIC_ES_INDIGENA,0.3197,0.9077,2.6,7.0504,si,si
mujeres,2019,VIC_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.3146,0.901,1.0484,1.4204,si,no
mujeres,2019,AGR_ES_INDIGENA,GANA_MAS_LA_VICTIMA,0.318,0.8999,1.0476,1.4085,si,no
mujeres,2020,AGR_EST_CIV,AGR_ALFAB,0.4181,0.9166,1.0322,1.3424,casados(as),alfabeta
mujeres,2020,VIC_ALFAB,AGR_ALFAB,0.801,0.9454,1.0599,1.9795,alfabeta,alfabeta
mujeres,2020,AGR_ALFAB,VIC_ALFAB,0.801,0.898,1.0599,1.4979,alfabeta,alfabeta
mujeres,2020,VIC_EST_CIV,AGR_ALFAB,0.4308,0.9108,1.0262,1.2607,casados(as),alfabeta
mujeres,2020,CANTIDAD_HIJOS,AGR_ALFAB,0.3425,0.9148,1.0257,1.2693,hijos medios,alfabeta
mujeres,2020,VIC_NIV_ESCOLARIDAD,AGR_ALFAB,0.3908,0.9245,1.038,1.4478,primaria,alfabeta
mujeres,2020,AGR_NIV_ESCOLARIDAD,AGR_ALFAB,0.4485,1.0,1.1267,112475506.2051,primaria,alfabeta
mujeres,2020,DIF_ALFAB,AGR_ALFAB,0.801,0.9284,1.0408,1.5083,iguales,alfabeta
mujeres,2020,AGR_ALFAB,DIF_ALFAB,0.801,0.898,1.0408,1.3453,alfabeta,iguales
mujeres,2020,VIC_ES_INDIGENA,AGR_ALFAB,0.5746,0.9325,1.0466,1.6155,no,alfabeta
mujeres,2020,AGR_ES_INDIGENA,AGR_ALFAB,0.5716,0.9316,1.0469,1.6098,no,alfabeta
mujeres,2020,AGR_EST_CIV,AGR_SEXO,0.426,0.9334,1.0187,1.257,casados(as),hombres
mujeres,2020,AGR_EST_CIV,AGR_SEXO,0.3596,0.9491,1.0358,1.6433,unidos(as),hombres
mujeres,2020,AGR_EST_CIV,AGR_TRABAJA,0.3989,0.8779,1.0337,1.2342,casados(as),si
mujeres,2020,AGR_EST_CIV,AGR_TRABAJA,0.3355,0.8817,1.0382,1.2741,unidos(as),si
mujeres,2020,AGR_EST_CIV,VIC_ALFAB,0.3971,0.8701,1.0394,1.2537,casados(as),alfabeta
mujeres,2020,VIC_EST_CIV,AGR_EST_CIV,0.4172,0.8815,1.9389,4.6029,casados(as),casados(as)
mujeres,2020,AGR_EST_CIV,VIC_EST_CIV,0.4172,0.9176,1.9389,6.3898,casados(as),casados(as)
mujeres,2020,VIC_EST_CIV,AGR_EST_CIV,0.3491,0.9143,2.4003,7.22,unidos(as),unidos(as)
mujeres,2020,AGR_EST_CIV,VIC_EST_CIV,0.3491,0.9164,2.4003,7.3965,unidos(as),unidos(as)
mujeres,2020,VIC_REL_AGR,AGR_EST_CIV,0.3554,0.9942,2.1785,93.8726,esposos(as),casados(as)
mujeres,2020,AGR_EST_CIV,VIC_REL_AGR,0.3554,0.7788,2.1785,2.9051,casados(as),esposos(as)
mujeres,2020,AGR_EST_CIV,VIC_TRABAJA,0.3058,0.8077,1.0686,1.2696,unidos(as),no
mujeres,2020,AGR_EST_CIV,VIC_RANGO_EDAD,0.3273,0.8638,1.0828,1.4851,unidos(as),adulto joven
