,,,,
ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR 2010,,,,
Valores de las variables,,,,
,,,,
Código,Descripción del código,Valor,Etiqueta,
,,7233,Mecánico de turbinas marinas,
,,7233,Mecánico engrasador,
,,7233,Mecánico especialista en máquinas de agricultura,
,,7233,Mecánico especialista en máquinas de construcción,
,,7233,Mecánico especialista en máquinas de herramientas,
,,7233,Mecánico especialista en máquinas de imprenta,
,,7233,Mecánico especialista en máquinas de labrar madera,
,,7233,Mecánico especialista en máquinas de locomotoras,
,,7233,Mecánico especialista en máquinas de minería,
,,7233,Mecánico especialista en máquinas de vapor,
,,7233,Mecánico industrial,
,,7233,Mecánico naval,
,,7233,Mecánico no especificado,
,,7233,Mecánico montador instalaciones / climatización,
,,7233,"Mecánico, montador instalaciones / refrigeración",
,,7233,"Mecánico, reparador bicicletas",
,,7233,Mecánico especialista en motores diesel,
,,7233,Mecánico especialista en motores diesel excepto de ferrocarril,
,,7233,Mecánico especialista en motores diesel marinos,
,,7233,Montador de maquinaria,
,,7233,Montador instalador de maquinaria,
,,7233,"Reparador, máquinas",
,,7233,"Reparador, máquinas de coser",
,,7233,"Reparador, máquinas de escribir",
,,7241,Mecánicos y ajustadores electricistas,
,,7241,Ajustador-electricista de aparatos de control,
,,7241,Ajustador-electricista de aparatos de señalización,
,,7241,Ajustador-electricista de armaduras de dinamos,
,,7241,Ajustador-electricista de ascensores,
,,7241,Ajustador-electricista de cables,
,,7241,Ajustador-electricista de climatización,
,,7241,Ajustador-electricista de dinamos,
,,7241,Ajustador-electricista de dinamos y motores,
,,7241,Ajustador-electricista de generadores,
,,7241,Ajustador-electricista de instalaciones de climatización,
,,7241,Ajustador-electricista de instrumentos,
,,7241,Ajustador-electricista de interruptores,
,,7241,Ajustador-electricista de reóstatos,
,,7241,Ajustador-electricista de tablero de control,
,,7241,Ajustador-electricista de transformadores,
,,7241,Bobinador,
,,7241,"Electricista, centrales eléctricas / regulación e instalaciones",
,,7241,"Electromecánico, generadores",
,,7241,"Electromecánico, instrumentos de medición",
,,7241,"Electromecánico, instrumentos de precisión",
,,7241,Mecánico de refrigeración,
,,7241,Mecánico de transformadores,
,,7241,Mecánico de ventilación,
,,7241,"Mecánico, electricista",
,,7241,"Reparador, aparatos eléctricos",
,,7241,"Reparador, aparatos electrodomésticos",
,,7241,"Reparador, motores eléctrico",
,,7242,Ajustadores electronicistas,
,,7242,"Ajustador, aparatos de grabación y transmisión / sonido e imagen",
,,7242,Ajustador-electronicista de aparatos médicos,
,,7242,Ajustador-electronicista de aparatos meteorológicos,
,,7242,Ajustador-electronicista de computadoras,
,,7242,Ajustador-electronicista de emisoras de televisión,
,,7242,Ajustador-electronicista de equipos de telecomunicaciones,
,,7242,Ajustador-electronicista de equipos informáticos,
,,7242,Ajustador-electronicista de instalaciones de señalización,
,,7242,Ajustador-electronicista de instrumentos de medida,
,,7242,Ajustador-electronicista de maquinaria industrial,
,,7242,Ajustador-electronicista de material electrónico,
,,7242,Ajustador-electronicista de prototipos,
,,7242,Ajustador-electronicista de radar,
,,7242,Ajustador-electronicista de radio,
,,7242,Ajustador-electronicista de sistemas de señalización,
,,7242,Ajustador-electronicista de televisión,
,,7242,Mecánico de computadoras,
,,7243,Mecánicos y reparadores de aparatos electrónicos,
,,7243,Electronicista,
,,7243,"Electronicista, reparador receptores de radio",
,,7243,"Electronicista, reparador receptores de televisión",
,,7243,Instalador de antenas de radio,
,,7243,Instalador de antenas de televisión,
,,7243,Mecánico de sinfonolas,
,,7243,Mecánico electronicista,
,,7243,Mecánico especialista en máquinas de calcular,
,,7243,Mecánico especialista en máquinas de contabilidad,
,,7243,Mecánico especialista en máquinas de escribir,
,,7243,Mecánico especialista en máquinas de oficina,
,,7243,"Mecánico, electronicista aparatos de grabación y transmisión / sonido",
,,7243,"Mecánico, reparador equipo electrónico",
,,7243,Montador de antenas receptoras,
,,7243,"Reparador, aparatos de grabación y transmisión/sonido e imagen",
,,7243,"Reparador, aparatos electrónicos",
,,7243,"Reparador, radios",
,,7243,"Reparador, receptores de radio y televisión",
,,7243,"Reparador, televisores",
,,7243,"Reparador, tocadiscos",
,,7244,Instaladores y reparadores de telégrafos y teléfonos,
,,7244,Instalador de teléfonos,
,,7244,Instalador de telégrafos,
,,7244,Mecánico de instalaciones telefónicas,
,,7244,Mecánico de instalaciones telegráficas,
,,7244,"Reparador, instalaciones telefónicas",
,,7244,"Reparador, instalaciones telegráficas",
,,7244,"Reparador, líneas y cajas de teléfono",
,,7245,Instaladores y reparadores de líneas eléctricas,
,,7245,Empalmador cables de teléfono,
,,7245,Empalmador cables de telégrafo,
,,7245,Empalmador cables eléctricos,
,,7245,Instalador de alarmas,
,,7245,Instalador de catenarias,
,,7245,Instalador de eléctricas,
,,7245,Instalador de eléctricas / tracción,
,,7245,Instalador de energía eléctrica,
,,7245,Instalador de energía eléctrica / tendido aéreo,
,,7245,Instalador de motores eléctricos,
,,7245,Instalador de subterráneos,
,,7245,Instalador de subterráneos / transporte de corriente eléctrica,
,,7245,Instalador de teléfono,
,,7245,Instalador de teléfonos,
,,7245,Instalador de telégrafos,
,,7245,Instalador para tracción de vehículos eléctricos,
,,7245,Instalador-reparador de líneas y postes,
,,7311,Mecánicos y reparadores de instrumentos de precisión,
,,7311,Ajustador de balanzas,
,,7311,"Ajustador, óptico, precisión",
,,7311,Calibrador instrumentos de precisión,
,,7311,Constructor de barómetros,
,,7311,Constructor de instrumentos meteorología,
,,7311,Constructor de instrumentos navegación,
,,7311,Mecánico de aparatos ortopédicos,
,,7311,Mecánico de balanzas,
,,7311,Mecánico de barómetros,
,,7311,Mecánico de brújulas,
,,7311,Mecánico de material fotográfico,
,,7311,Mecánico de prótesis,
,,7311,Mecánico de prótesis dentales,
,,7311,Mecánico de prótesis ortopédicas,
,,7311,Mecánico dental,
,,7311,Mecánico especialista en instrumentos científicos,
,,7311,Mecánico especialista en instrumentos cirugía,
,,7311,Mecánico especialista en instrumentos meteorología,
,,7311,Mecánico especialista en instrumentos odontología,
,,7311,Mecánico especialista en instrumentos óptica,
,,7311,Mecánico especialista en instrumentos precisión,
,,7311,Protesista ortopedia,
,,7311,Relojero,
,,7311,Relojero reparaciones,
,,7311,"Reparador instrumentos, científicos",
,,7311,"Reparador instrumentos, cirugía",
,,7311,"Reparador instrumentos, odontología",
,,7311,"Reparador instrumentos, óptica",
,,7311,"Reparador instrumentos, precisión",
,,7311,"Reparador, aparatos ortopédicos",
,,7311,"Reparador, cámaras fotográficas",
,,7311,"Reparador, joyas, joyero",
,,7311,"Reparador, prótesis dentales",
,,7311,"Reparador, relojes",
,,7312,Constructores y afinadores de instrumentos musicales,
,,7312,Afinador de acordeón,
,,7312,Afinador de cuerdas de piano,
,,7312,Afinador de instrumentos musicales,
,,7312,Afinador de órgano,
,,7312,Afinador de piano,
,,7312,Constructor de acordeones,
,,7312,Constructor de armónicas,
,,7312,Constructor de arpas,
,,7312,Constructor de instrumentos musicales,
,,7312,Constructor de instrumentos musicales / cobre,
,,7312,Constructor de instrumentos musicales / cuerda,
,,7312,Constructor de instrumentos musicales / madera,
,,7312,Constructor de instrumentos musicales / percusión,
,,7312,Constructor de instrumentos musicales / viento metal o madera,
,,7312,Constructor de pianos,
,,7312,Constructor de pianos / llaves,
,,7312,Constructor de pianos / tablas de armonía,
,,7312,Constructor de pianos y pianolas,
,,7312,Constructor de tambores y timbales,
,,7312,Constructor de teclados / pianos,
,,7312,Constructor de xilófonos,
,,7312,Entonador órganos,
,,7312,Marimbero fabricante de marimbas de madera,
,,7312,Organero,
,,7312,Organero constructor / fuelles,
,,7312,Organero constructor / llaves de órgano,
,,7312,"Regulador, instrumentos musicales / tonalidad",
,,7312,"Reparador instrumentos, musicales / cuerdas",
,,7312,"Reparador instrumentos, musicales / percusión",
,,7312,"Reparador instrumentos, musicales / viento",
,,7312,Violero,
,,7313,"Joyeros, orfebres y plateros",
,,7313,Aserrador de diamantes industriales,
,,7313,"Batidor, oro",
,,7313,Batihoja,
,,7313,"Cincelador, orfebre",
,,7313,"Colador, joyería",
,,7313,"Colador, moldes / joyería",
,,7313,Diamantista diamantes industriales,
,,7313,Engarzador,
,,7313,Engastador,
,,7313,Engastador piedras preciosas,
,,7313,Esmaltador de joyería,
,,7313,Joyero,
,,7313,Joyero reparador,
,,7313,Laminador metales preciosos,
,,7313,Lapidario,
,,7313,Martillador metales preciosos,
,,7313,Montador de cadenas / orfebrería,
,,7313,Montador de orfebrería,
,,7313,Montador de piedras preciosas,
,,7313,Orfebre,
,,7313,Orfebre objetos de metal precioso,
,,7313,Orfebre platero,
,,7313,Platero,
,,7313,"Pulidor, diamantes industriales",
,,7313,Recalcador metales preciosos,
,,7313,Repujador tornero orfebrería,
,,7313,"Taladrista, metales preciosos",
,,7313,"Tallador, metales preciosos",
,,7313,"Tallador, pulidor joyería",
,,7313,"Tallador, pulidor piedras preciosas",
,,7313,Trefilador metales preciosos,
,,7321,"Alfareros y afines (barro, arcilla y abrasivos)",
,,7321,"Acabador, cerámica",
,,7321,Administrador de adobero,
,,7321,Alfarero,
,,7321,"Alfarero, torno",
,,7321,Bloquero,
,,7321,Botijero,
,,7321,Ceramista,
,,7321,"Ceramista, espitas",
,,7321,"Ceramista, moldes",
,,7321,"Cincelador, cerámica",
,,7321,Cumbero (ladrillo),
,,7321,Esmaltador de porcelana / inmersión,
,,7321,Extrusor arcilla,
,,7321,Ladrillero,
,,7321,Modelador alfarería,
,,7321,Modelador torno / terraja (alfarería),
,,7321,Modelador torno / terraja (cerámica y porcelana),
,,7321,Modelista,
,,7321,Modelista cerámica y porcelana,
,,7321,Modelista de cerámica,
,,7321,Moldeador de cerámica y porcelana,
,,7321,Moldeador de muelas abrasivas,
,,7321,Moldeador-vaciador cerámica y porcelana,
,,7321,"Operador, máquina cortadora ladrillos y tejas",
,,7321,"Prensador, cerámica",
,,7321,"Prensador, prensa galletera / cerámica",
,,7321,"Preparador, moldes",
,,7321,"Preparador, moldes cerámica",
,,7321,"Taladrista, cerámica",
,,7321,Tejero (fabricante),
,,7321,"Tornero, alfarero",
,,7321,"Tornero, cerámica",
,,7322,"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio",
,,7322,"Acabador, bordes de cristal",
,,7322,Afinador de vidrios/óptica (anteojeria),
,,7322,"Biselador, cristales",
,,7322,Cortador de cristales / óptica,
,,7322,Cortador de vidrio,
,,7322,Cortador-tallador cristales / óptica,
,,7322,Cucharero colada de vidrio,
,,7322,"Curvador, tubos de vidrio",
,,7322,Esmerilador lentes,
,,7322,Grabador de vidrio / muela,
,,7322,Laminador vidrio,
,,7322,Modelador lentes / cristal óptico,
,,7322,Modelador vidrio,
,,7322,Montador de anteojos,
,,7322,"Perforador, vidrio",
,,7322,"Pulidor, cristales / óptica",
,,7322,"Pulidor, vidrio",
,,7322,"Soplador, vidrio",
,,7322,"Soplador, vidrio / material de laboratorio",
,,7322,"Tallador, cristales / óptica",
,,7322,"Tornero, vidrio",
,,7323,Grabadores de vidrio,
,,7323,Cortador de cristal,
,,7323,Esmerilador vidrio decorativo / chorro de arena,
,,7323,Grabador de cristal,
,,7323,Grabador de vidrio,
,,7323,Grabador de vidrio / aguafuerte,
,,7323,Grabador de vidrio / chorro de arena,
,,7323,Grabador de vidrio / motivos decorativos,
,,7323,Grabador de vidrio decorativo / pantógrafo,
,,7323,Grabador de vidrio y cristal / cera,
,,7323,"Pulidor, vidrio y cristal / baño de acido",
,,7323,"Tallador, cristal",
,,7323,"Tallador, cristales y vidrios / talla decorativa",
,,7323,"Trazador, grabador vidrio",
,,7324,"Pintores, decoradores de vidrio, cerámica y otros materiales",
,,7324,Azogador,
,,7324,"Calcador, cerámica decorativa",
,,7324,Decorador de alfarería,
,,7324,Decorador de cerámica,
,,7324,Decorador de cerámica / pulverización,
,,7324,Decorador de cerámica /a mano,
,,7324,"Decorador, esmaltador cerámica / pistola",
,,7324,Esmaltador de artículos de metal,
,,7324,Esmaltador de cerámica,
,,7324,Esmaltador de cerámica / inmersión,
,,7324,Esmaltador de vidrio,
,,7324,Estampador decorador cerámica,
,,7324,Filetero -decorador / cerámica,
,,7324,Filetero -decorador / porcelana,
,,7324,Iluminador loza y porcelana,
,,7324,Letrista carteles,
,,7324,Litógrafo cerámica decorativa,
,,7324,"Pintor de, anuncios",
,,7324,"Pintor decorador, cerámica",
,,7324,"Pintor decorador, decorador",
,,7324,"Pintor decorador, vidrio",
,,7324,"Pintor, brochas / excepto construcción",
,,7324,"Pintor, cerámica",
,,7324,"Pintor, cerámica / inmersión",
,,7324,"Pintor, cerámica / pistola",
,,7324,"Pintor, inmersión",
,,7324,"Pintor, letreros",
,,7324,"Pintor, pistola / excepto construcción",
,,7324,"Pintor, rótulos",
,,7324,"Pintor, rótulos / anuncios",
,,7324,"Pintor, vidrio",
,,7324,"Pulidor, piezas de cerámica dorada",
,,7324,"Retocador, cerámica decorativa",
,,7324,"Retocador, decorado de cerámica",
,,7324,"Trazador, a pincel cerámica decorativa",
,,7324,"Trazador, cerámica decorativa",
,,7331,Artesanos de la madera y materiales similares,
,,7331,Abaniquero,
,,7331,"Artesano de artículos, madera",
,,7331,"Artesano de artículos, papel",
,,7331,"Artesano de artículos, piedra",
,,7331,"Artesano de fabricación, bujías",
,,7331,Artesano de tejedor / juncos,
,,7331,Artesano de tejedor / mimbre,
,,7331,Bolsero (confeccionador bolsas de papel),
,,7331,"Cajista, compaginador",
,,7331,Grabador de hueso marfil y plástico,
,,7331,Piñatero,
,,7332,"Artesanos de los tejidos, el cuero y materiales similares",
,,7332,"Artesano de accesorios, cuero",
,,7332,"Artesano de artículos, cuero",
,,7332,Artesano de hilados / textiles,
,,7332,"Artesano de prendas, vestir",
,,7332,"Artesano de prendas, vestir / tejidas",
,,7332,"Artesano de tejedor, telas",
,,7332,Artesano de tejedor-alfombras,
,,7332,Artesano de textiles,
,,7341,"Cajistas, tipógrafos y afines",
,,7341,"Ajustador de máquina, fototipia",
,,7341,"Ajustador, operador, máquina fundidora de tipos",
,,7341,"Armador, paginas",
,,7341,Artesano de impresor,
,,7341,"Avisero, periódico",
,,7341,Cajista,
,,7341,"Cajista, composición manual",
,,7341,"Cajista, composición mecánica / linotipia",
,,7341,"Cajista, imprenta",
,,7341,"Cajista, intertipia",
,,7341,"Cajista-armador, moldes de impresión",
,,7341,Compaginador,
,,7341,Compaginador,
,,7341,Compaginador fotocomposición,
,,7341,Compositor imposición,
,,7341,Fotocompositor,
,,7341,Fotocompositor de planchas de impresión,
,,7341,Fototipista,
,,7341,Fundidor monotipia y tipos sueltos,
,,7341,Imponedor,
,,7341,Impresor,
,,7341,Impresor de pruebas,
,,7341,Linotipista,
,,7341,Minervista,
,,7341,Monotipista,
,,7341,"Operador, teclado monotipia",
,,7341,Platinero compaginación,
,,7341,"Preparador, planchas imprenta braille",
,,7341,"Teclista, monotipista",
,,7341,Tipógrafo,
,,7342,Estereotipistas y galvanotipistas,
,,7342,"Clisador, galvanotipia",
,,7342,Electrotipista,
,,7342,Estereotipista imprenta,
,,7342,Matricero imprenta,
,,7342,Moldeador de clises imprenta,
,,7343,Grabadores de imprenta y fotograbadores,
,,7343,"Clisador, fotograbador / imprenta",
,,7343,"Clisador, fotoimpresor / imprenta",
,,7343,"Clisador, grabado al aguafuerte",
,,7343,Copista fotograbador / imprenta,
,,7343,Fotograbador,
,,7343,"Fotograbador de directo, imprenta",
,,7343,"Fotograbador de línea, imprenta",
,,7343,Fotógrafo de negativista / imprenta,
,,7343,Fotógrafo de reproducción en offset/imprenta,
,,7343,Fotógrafo fotograbado / imprenta,
,,7343,Fotógrafo xerografía / imprenta,
,,7343,Foto impresor planchas de impresión / fotograbado (imprenta),
,,7343,Fotolitograbador imprenta,
,,7343,Fotomecánico,
,,7343,Grabador,
,,7343,Grabador a acido planchas metálicas / imprenta,
,,7343,Grabador a aguafuerte / imprenta,
,,7343,Grabador a buril litografía / imprenta,
,,7343,Grabador a mano clises de madera / caucho o linóleo (imprenta),
,,7343,Grabador a máquina rodillos impresores / imprenta,
,,7343,Grabador a pantógrafo,
,,7343,Grabador a pantógrafo / imprenta,
,,7343,Grabador de cilindros metálicos de impresión / imprenta,
,,7343,Grabador de clises de madera,
,,7343,Grabador de estarcidores de metal / imprenta,
,,7343,Grabador de fotograbado / imprenta,
,,7343,Grabador de litografía,
,,7343,Grabador de metal,
,,7343,Grabador de música imprenta,
,,7343,Grabador de piedras litográficas / imprenta,
,,7343,Grabador de planchas metálicas / imprenta,
,,7343,Graneador piedras litográficas / imprenta,
,,7343,Huecograbador imprenta,
,,7343,Insolador fotograbado / imprenta,
,,7343,Litograbador punteado / imprenta,
,,7343,Litógrafo en imprenta,
,,7343,Ludlista (impresión),
,,7343,Montador de clises sobre soporte / imprenta,
,,7343,"Panto grafista, imprenta",
,,7343,"Pasador, imprenta",
,,7343,"Retocador, negativos / fotograbado imprenta",
,,7343,"Retocador, planchas de impresión / imprenta",
,,7343,"Tirador, pruebas de clises / imprenta",
,,7343,"Transportador, fotograbado / imprenta",
,,7343,"Transportador, litografía / imprenta",
,,7343,"Transportador, litografía /en directo (imprenta)",
,,7343,Xilógrafo fotograbado / imprenta,
,,7344,Operarios de la fotografía y afines,
